name;model;spec_name;spec_value;spec_value_US;spec_value_INT
AC Hydraulic;6030;Components (8);Pneumatically cushioned and multi-adjustable comfort seat with lumbar support, seat heating, safety belt, head- and armrests Pneumatically cushioned and multi-adjustable comfort seat with lumbar support, seat heating, safety belt, head- and armrests;['Pneumatically', 'cushioned'];['and', 'armrests']
AC Hydraulic;6030;Components (9);Roller blinds at all windows Roller blinds at all windows;['Roller', 'blinds'];['all', 'windows']
AC Hydraulic;6030;Components (10);Windshield with parallel intermittent wiper/washer Windshield with parallel intermittent wiper/washer;['Windshield', 'with'];['intermittent', 'wiper/washer']
AC Hydraulic;6030;Components (11);All-round safety glass, armored windshield and sliding side window All-round safety glass, armored windshield and sliding side window;['All-round', 'safety'];['side', 'window']
AC Hydraulic;6030;Components (12);Operator Protective Guard (Top Guard) (ISO 10262:1998 Level II) Operator Protective Guard (Top Guard) (ISO 10262:1998 Level II);['Operator', 'Protective'];['Level', 'II)']
AC Hydraulic;6030;Components (13);Joystick controls integrated in independently adjustable seat consoles Joystick controls integrated in independently adjustable seat consoles;['Joystick', 'controls'];['seat', 'consoles']
AC Hydraulic;6030;Components (14);Fold-away auxiliary seat with safety belt Fold-away auxiliary seat with safety belt;['Fold-away', 'auxiliary'];['safety', 'belt']
AC Hydraulic;6030;All buckets (FS and BH) are equipped with a wear package consisting of: (1);Special liner material covering main wear areas inside and outside of bucket and lip shrouds between teeth Special liner material covering main wear areas inside and outside of bucket and lip shrouds between teeth;['Special', 'liner'];['between', 'teeth']
AC Hydraulic;6030;All buckets (FS and BH) are equipped with a wear package consisting of: (2);Wing shrouds on side walls and heel shrouds at bottom edges Wing shrouds on side walls and heel shrouds at bottom edges;['Wing', 'shrouds'];['bottom', 'edges']
AC Hydraulic;6030;Shovel attachment with unique TriPower kinematics ensuring the following main features: (1);Automatic roll-back limiter to prevent material spillage and kinematic assistance to hydraulic forces Automatic roll-back limiter to prevent material spillage and kinematic assistance to hydraulic forces;['Automatic', 'roll-back'];['hydraulic', 'forces']
AC Hydraulic;6030;Shovel attachment with unique TriPower kinematics ensuring the following main features: (2);Horizontal automatic constant-angle bucket guidance €“ Vertical automatic constant-angle bucket guidance Horizontal automatic constant-angle bucket guidance €“ Vertical automatic constant-angle bucket guidance;['Horizontal', 'automatic'];['bucket', 'guidance']
AC Hydraulic;6030;Shovel attachment with unique TriPower kinematics ensuring the following main features: (3);Constant boom momentum throughout the whole lift arc and crowd force assistance Constant boom momentum throughout the whole lift arc and crowd force assistance;['Constant', 'boom'];['force', 'assistance']
AC Hydraulic;6030;Type (1);Catwalks with rails at booms Catwalks with rails at booms;['Catwalks', 'with'];['at', 'booms']
AC Hydraulic;6030;Type (2);Special wear packages for highly abrasive materials on request Special wear packages for highly abrasive materials on request;['Special', 'wear'];['on', 'request']
AC Hydraulic;6030;Type (3);Pressure-free lowering of boom and stick by means of a float valve Pressure-free lowering of boom and stick by means of a float valve;['Pressure-free', 'lowering'];['float', 'valve']
AC Hydraulic;6030;Type (4);Welding procedures allow for internal counter-welding (double prep weld) wherever possible Welding procedures allow for internal counter-welding (double prep weld) wherever possible;['Welding', 'procedures'];['wherever', 'possible']
AC Hydraulic;6030;Type (5);Booms and sticks are stress-relieved after welding Booms and sticks are stress-relieved after welding;['Booms', 'and'];['after', 'welding']
AC Hydraulic;6030;Type (6);Booms and sticks are torsion-resistant, welded box design of high-tensile steel with solid steel castings at pivot areas Booms and sticks are torsion-resistant, welded box design of high-tensile steel with solid steel castings at pivot areas;['Booms', 'and'];['pivot', 'areas']
AC Hydraulic;6030;Bucket Capacity - Face Shovel (heaped 2:1);21.6 yd³ 16.5 m³;['21.6', 'yd³'];['16.5', 'm³']
AC Hydraulic;6030;Maximum Crowd Force;291700 lbf 1298 kN;['291700', 'lbf'];['1298', 'kN']
AC Hydraulic;6030;Maximum Breakout Force;214390 lbf 954 kN;['214390', 'lbf'];['954', 'kN']
AC Hydraulic;6030;Maximum Digging Height;45.6 ft 13.9 m;['45.6', 'ft'];['13.9', 'm']
AC Hydraulic;6030;Maximum Digging Reach;44.9 ft 13.7 m;['44.9', 'ft'];['13.7', 'm']
AC Hydraulic;6030;Maximum Digging Depth;8.2 ft 2.5 m;['8.2', 'ft'];['2.5', 'm']
AC Hydraulic;6030;Capacity - Grease Container;120 gal (US) 450 l;['120', 'gal'];['450', 'l']
AC Hydraulic;6030;Type (1);Dual-circuit system with hydraulically driven heavy-duty pump and electronic time relay control to adjust the pause/lube times Dual-circuit system with hydraulically driven heavy-duty pump and electronic time relay control to adjust the pause/lube times;['Dual-circuit', 'system'];['pause/lube', 'times']
AC Hydraulic;6030;Type (2);Connected to the lubrication system are the swing roller bearing with internal gearing and all pivot points of attachment, bucket and cylinders Connected to the lubrication system are the swing roller bearing with internal gearing and all pivot points of attachment, bucket and cylinders;['Connected', 'to'];['and', 'cylinders']
AC Hydraulic;6030;Type (3);Lubricated pinion for greasing of internal gearing of swing ring Lubricated pinion for greasing of internal gearing of swing ring;['Lubricated', 'pinion'];['swing', 'ring']
AC Hydraulic;6030;Type (4);System failures displayed by Board Control System System failures displayed by Board Control System;['System', 'failures'];['Control', 'System']
AC Hydraulic;6030;Type (5);Grease filters (200 µm) between service station and container as well as directly behind grease pump Grease filters (200 µm) between service station and container as well as directly behind grease pump;['Grease', 'filters'];['grease', 'pump']
AC Hydraulic;6030;Installation;Retractable, easily accessible, ground-level service station installed underneath the engine module Retractable, easily accessible, ground-level service station installed underneath the engine module;['Retractable,', 'easily'];['engine', 'module']
FS Hydraulic;6040/6040;Engine Output - SAE J1995;2032 HP 1516 kW;['2032', 'HP'];['1516', 'kW']
FS Hydraulic;6040/6040;Bucket Payload;43.7 ton (US) 39.6 t;['43.7', 'ton'];['39.6', 't']
FS Hydraulic;6040/6040;Operating Weight;449 ton (US) 407.3 t;['449', 'ton'];['407.3', 't']
FS Hydraulic;6040/6040;Hydraulic Tank Capacity - AC Version - Approximately;1057 gal (US) 4000 l;['1057', 'gal'];['4000', 'l']
FS Hydraulic;6040/6040;Maximum Pressure - Swing Pumps;5080 psi 350 bar;['5080', 'psi'];['350', 'bar']
FS Hydraulic;6040/6040;Swing Pumps - Maximum Oil Flow - AC Version;3 × 491 L/min (3 × 130 gal/min) 3 × 491 L/min (3 × 130 gal/min);['3', '×'];['130', 'gal/min)']
FS Hydraulic;6040/6040;Main Pumps - Diesel Version;4 × variable swash plate pumps 4 × variable swash plate pumps;['4', '×'];['plate', 'pumps']
FS Hydraulic;6040/6040;Main Pumps - AC Version;4 × variable flow axial piston pumps 4 × variable flow axial piston pumps;['4', '×'];['piston', 'pumps']
FS Hydraulic;6040/6040;Maximum Pressure - Travel;5080 psi 350 bar;['5080', 'psi'];['350', 'bar']
FS Hydraulic;6040/6040;Hydraulic Tank Capacity - Diesel Version - Approximately;898 gal (US) 3400 l;['898', 'gal'];['3400', 'l']
FS Hydraulic;6040/6040;Maximum Pressure - Attachment;4350 psi 300 bar;['4350', 'psi'];['300', 'bar']
FS Hydraulic;6040/6040;Swing Pumps - Maximum Oil Flow - Diesel Version;4 × 321 L/min (4 × 85 gal/min) 4 × 321 L/min (4 × 85 gal/min);['4', '×'];['85', 'gal/min)']
FS Hydraulic;6040/6040;Total Volume of Hydraulic Oil - AC Version - Approximately;1585 gal (US) 6400 l;['1585', 'gal'];['6400', 'l']
FS Hydraulic;6040/6040;Total Volume of Hydraulic Oil - Diesel Version - Approximately;1532 gal (US) 5800 l;['1532', 'gal'];['5800', 'l']
FS Hydraulic;6040/6040;Swing Pumps - AC Version;3 × reversible swash plate pump 3 × reversible swash plate pump;['3', '×'];['plate', 'pump']
FS Hydraulic;6040/6040;Main Pumps - Maximum Oil Flow - AC Version;4 × 746 L/min (4 × 197 gal/min) 4 × 746 L/min (4 × 197 gal/min);['4', '×'];['197', 'gal/min)']
FS Hydraulic;6040/6040;Swing Pumps - Diesel Version;4 × reversible swash plate pump 4 × reversible swash plate pump;['4', '×'];['plate', 'pump']
FS Hydraulic;6040/6040;Main Pumps - Maximum Oil Flow - Diesel Version;4 × 724 L/min (4 × 191 gal/min) 4 × 724 L/min (4 × 191 gal/min);['4', '×'];['191', 'gal/min)']
FS Hydraulic;6040/6040;Features (1);Cooling system fully independent of all main circuits, i.e. controlled cooling capacity is available whenever engine is running Cooling system fully independent of all main circuits, i.e. controlled cooling capacity is available whenever engine is running;['Cooling', 'system'];['is', 'running']
FS Hydraulic;6040/6040;Components (1);Gear type cooling pumps supplying high-volume, low-pressure oil to aluminum coolers Gear type cooling pumps supplying high-volume, low-pressure oil to aluminum coolers;['Gear', 'type'];['aluminum', 'coolers']
FS Hydraulic;6040/6040;Oil Flow of Cooling Pumps - AC Version;4 × 379 L/min (4 × 100 gal/min) 4 × 379 L/min (4 × 100 gal/min);['4', '×'];['100', 'gal/min)']
FS Hydraulic;6040/6040;Features (2);Fan speed is thermostatically controlled Fan speed is thermostatically controlled;['Fan', 'speed'];['thermostatically', 'controlled']
FS Hydraulic;6040/6040;Components (2);Variable axial piston pumps supplying low-volume, high-pressure oil to fans Variable axial piston pumps supplying low-volume, high-pressure oil to fans;['Variable', 'axial'];['to', 'fans']
FS Hydraulic;6040/6040;Diameter - Fan;2 × 1524 mm (2 × 60 in) 2 × 1524 mm (2 × 60 in);['2', '×'];['60', 'in)']
FS Hydraulic;6040/6040;Oil Flow of Cooling Pumps - Diesel Version;2 × 799 L/min (2 × 211 gal/min) 2 × 799 L/min (2 × 211 gal/min);['2', '×'];['211', 'gal/min)']
FS Hydraulic;6040/6040;Features (3);Extremely high cooling efficiency to ensure optimum oil temperature Extremely high cooling efficiency to ensure optimum oil temperature;['Extremely', 'high'];['oil', 'temperature']
FS Hydraulic;6040/6040;Board Control System (BCS III) Features (6);Graphic charts of logged data Graphic charts of logged data;['Graphic', 'charts'];['logged', 'data']
FS Hydraulic;6040/6040;Components (4);Windshield with parallel intermittent wiper/washer Windshield with parallel intermittent wiper/washer;['Windshield', 'with'];['intermittent', 'wiper/washer']
FS Hydraulic;6040/6040;Board Control System (BCS III) Features (1);USB, Lan (TCP/IP) and CAN BUS interfaces for data export USB, Lan (TCP/IP) and CAN BUS interfaces for data export;['USB,', 'Lan'];['data', 'export']
FS Hydraulic;6040/6040;Components (5);All-round safety glass, armored windshield and sliding side window All-round safety glass, armored windshield and sliding side window;['All-round', 'safety'];['side', 'window']
FS Hydraulic;6040/6040;Components (7);Under roof mounted heating ventilating and air conditioning system Under roof mounted heating ventilating and air conditioning system;['Under', 'roof'];['conditioning', 'system']
FS Hydraulic;6040/6040;Board Control System (BCS III) Features (5);On-screen troubleshooting assistance On-screen troubleshooting assistance;['On-screen', 'troubleshooting'];['troubleshooting', 'assistance']
FS Hydraulic;6040/6040;Board Control System (BCS III) Features (3);Robust instrument panel including large (12 in) colored touch screen for intuitive handling Robust instrument panel including large (12 in) colored touch screen for intuitive handling;['Robust', 'instrument'];['intuitive', 'handling']
FS Hydraulic;6040/6040;Internal Dimensions of Cab - Height;7.05 ft 2150 mm;['7.05', 'ft'];['2150', 'mm']
FS Hydraulic;6040/6040;Components (11);Sliding emergency ladder (kick-down type) with ladder cage Sliding emergency ladder (kick-down type) with ladder cage;['Sliding', 'emergency'];['ladder', 'cage']
FS Hydraulic;6040/6040;Internal Dimensions of Cab - Width;5.25 ft 1600 mm;['5.25', 'ft'];['1600', 'mm']
FS Hydraulic;6040/6040;Components (10);External sun shields at side and rear windows External sun shields at side and rear windows;['External', 'sun'];['rear', 'windows']
FS Hydraulic;6040/6040;Components (3);Roller blinds at all windows Roller blinds at all windows;['Roller', 'blinds'];['all', 'windows']
FS Hydraulic;6040/6040;Operator's Eye Level - Approximately;22.31 ft 6.8 m;['22.31', 'ft'];['6.8', 'm']
FS Hydraulic;6040/6040;Components (1);Switch in seat cushion to automatically neutralize the hydraulic controls when operator leaves the seat Switch in seat cushion to automatically neutralize the hydraulic controls when operator leaves the seat;['Switch', 'in'];['the', 'seat']
FS Hydraulic;6040/6040;Components (2);Pneumatically cushioned and multi-adjustable comfort seat with lumbar support, seat heating, safety belt, head- and armrests Pneumatically cushioned and multi-adjustable comfort seat with lumbar support, seat heating, safety belt, head- and armrests;['Pneumatically', 'cushioned'];['and', 'armrests']
FS Hydraulic;6040/6040;Board Control System (BCS III) Features (7);Fault memory with storage of related conditions Fault memory with storage of related conditions;['Fault', 'memory'];['related', 'conditions']
FS Hydraulic;6040/6040;Internal Dimensions of Cab - Length;7.22 ft 2200 mm;['7.22', 'ft'];['2200', 'mm']
FS Hydraulic;6040/6040;Components (6);"FOPS (rock guard; approved according to DIN ISO 3449) integrated into cab structure FOPS (rock guard; approved according to DIN ISO 3449) integrated into cab structure";['FOPS', '(rock'];['cab', 'structure']
FS Hydraulic;6040/6040;Components (9);Fold-away auxiliary seat with safety belt Fold-away auxiliary seat with safety belt;['Fold-away', 'auxiliary'];['safety', 'belt']
FS Hydraulic;6040/6040;Components (12);Machine access via retractable access stairway, stairway angle approximately 45°, hydraulically operated Machine access via retractable access stairway, stairway angle approximately 45°, hydraulically operated;['Machine', 'access'];['hydraulically', 'operated']
FS Hydraulic;6040/6040;Board Control System (BCS III) Features (2);On-screen PDF documentation (e.g. operating instructions, technical handbook, spare parts catalog, electric circuit diagram) On-screen PDF documentation (e.g. operating instructions, technical handbook, spare parts catalog, electric circuit diagram);['On-screen', 'PDF'];['circuit', 'diagram)']
FS Hydraulic;6040/6040;Components (8);Joystick controls integrated in independently adjustable seat consoles Joystick controls integrated in independently adjustable seat consoles;['Joystick', 'controls'];['seat', 'consoles']
FS Hydraulic;6040/6040;Board Control System (BCS III) Features (4);Electronic monitoring, data logging & diagnostic system for vital signs & service data of engines, hydraulic & lube systems Electronic monitoring, data logging & diagnostic system for vital signs & service data of engines, hydraulic & lube systems;['Electronic', 'monitoring,'];['lube', 'systems']
FS Hydraulic;6040/6040;Components (13);Robust instrument panel including large colored BCS screen with transflective technology Robust instrument panel including large colored BCS screen with transflective technology;['Robust', 'instrument'];['transflective', 'technology']
FS Hydraulic;6040/6040;Features (4);All raceways and the internal gearing of swing ring supplied by automatic central lubrication system All raceways and the internal gearing of swing ring supplied by automatic central lubrication system;['All', 'raceways'];['lubrication', 'system']
FS Hydraulic;6040/6040;Features (1);Dirt wipers at swing ring to prevent build-up of debris between swing ring and carbody Dirt wipers at swing ring to prevent build-up of debris between swing ring and carbody;['Dirt', 'wipers'];['and', 'carbody']
FS Hydraulic;6040/6040;Swing Ring;Triple-race roller bearing with sealed internal gearing Triple-race roller bearing with sealed internal gearing;['Triple-race', 'roller'];['internal', 'gearing']
